Sold Price,Status,Address,List Date,Sold Date,DOM,Location,Total number of bedrooms,Total number of Baths,TotFl ,The year in which it was build,Age,FrontageFt,Depth,Total number of Kitchens,TypeDwel ,Style of Home
"$585,000",S,7581 1ST STREET,10-01-2009,1/25/2010,116,Burnaby East,5,2,"1,876",1957,52,49,130,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$585,000",S,7788 LEE STREET,10/20/2011,11-04-2011,15,Burnaby East,4,1,"1,800",1956,55,50,121,2,House/Single Family,3 Level Split
"$585,000",S,6719 HUMPHRIES AVENUE,5/20/2010,08-11-2010,83,Burnaby South,3,1,"2,200",1955,55,50,111,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$585,000",S,7258 ROYAL OAK AVENUE,12-07-2009,03-04-2010,87,Burnaby South,4,2,"1,766",9999,999,50,83,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$585,500",S,7664 CARIBOO ROAD,9/30/2011,01-02-2012,94,Burnaby East,3,3,"2,460",1962,49,148,110 IIREG,1,House/Single Family,Basement Entry
"$586,000",S,7981 17TH AVENUE,02-03-2011,02-07-2011,4,Burnaby East,2,1,"1,212",1952,59,53,111,1,House/Single Family,Rancher/Bungalow
"$586,000",S,6464 RUMBLE STREET,10/16/2012,02-10-2013,117,Burnaby South,4,2,"1,847",9999,999,50,120,1,House/Single Family,Basement Entry
"$586,000",S,3945 PARKER STREET,4/15/2013,4/30/2013,15,Burnaby North,1,1,"1,600",9999,999,33,122,1,House/Single Family,Rancher/Bungalow
"$586,000",S,7986 15TH AVENUE,1/14/2010,1/18/2010,4,Burnaby East,6,3,"1,924",1930,80,50,120,2,House/Single Family,3 Level Split
"$586,500",S,5576 PATRICK STREET,08-10-2010,8/28/2010,18,Burnaby South,3,2,"2,232",1953,57,55,104,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$587,000",S,155 N RANELAGH AVENUE,01-06-2010,03-03-2010,56,Burnaby North,2,2,"1,660",1953,57,33,121,2,House/Single Family,Basement Entry
"$587,000",S,5537 CANADA WAY,10-04-2011,10/17/2011,13,Burnaby South,4,2,"2,175",1959,52,67,107,1,House/Single Family,2 Storey
"$588,000",S,7517 IMPERIAL STREET,12-12-2009,1/22/2010,41,Burnaby South,4,2,"1,874",1955,54,49,135,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$588,200",S,4209 PENDER STREET,7/16/2012,08-07-2012,22,Burnaby North,3,2,"1,807",1946,66,33,122,2,House/Single Family,2 Storey
"$589,000",S,7543 CANADA WAY,2/21/2014,5/30/2014,98,Burnaby East,5,2,"2,310",1957,57,56,147,2,House/Single Family,2 Storey
"$590,000",S,3898 ROYAL OAK AVENUE,3/20/2013,6/29/2013,101,Burnaby South,3,3,"2,211",1971,42,64,120,1,House/Single Family,"Rancher/Bungalow, Split Entry"
"$590,000",S,7742 CANADA WAY WAY,5/31/2011,8/23/2011,84,Burnaby East,3,2,"1,896",9999,999,46,141,2,House/Single Family,2 Storey
"$590,000",S,9735 SULLIVAN STREET,3/30/2010,04-08-2010,9,Burnaby North,2,1,"1,469",9999,999,64,122,1,House/Single Family,3 Level Split
"$590,000",S,6182 9TH AVENUE,02-07-2011,2/18/2011,11,Burnaby South,4,2,"2,188",1950,61,126,269,2,House/Single Family,Basement Entry
"$590,000",S,9880 LYNDHURST STREET,4/27/2010,5/17/2010,20,Burnaby North,6,2,"1,800",9999,999,60,118,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$590,000",S,7523 CANADA WAY,02-06-2012,03-12-2012,35,Burnaby East,6,3,"2,098",1942,70,50,147,2,House/Single Family,2 Storey w/Bsmt.
"$590,000",S,5946 KEITH STREET,4/29/2011,7/15/2011,77,Burnaby South,3,2,"1,800",1957,54,49,120,1,House/Single Family,Basement Entry
"$590,000",S,6150 BROADWAY,08-10-2012,9/17/2012,38,Burnaby North,5,2,"2,122",1958,54,50,180,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$590,000",S,4950 BOUNDARY ROAD,05-10-2011,07-07-2011,58,Burnaby South,4,2,"2,000",1956,55,60,103,1,House/Single Family,"2 Storey, 2 Storey w/Bsmt."
"$590,000",S,6742 FULTON AVENUE,7/14/2010,7/29/2010,15,Burnaby South,2,1,"1,872",1953,57,50,11,1,House/Single Family,1 1/2 Storey
"$592,000",S,38 N WARWICK AVENUE,2/17/2010,2/20/2010,3,Burnaby North,4,2,"1,840",1949,61,33,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$593,000",S,3860 GARDEN GROVE DRIVE,03-04-2013,03-10-2013,6,Burnaby South,4,4,"1,688",1975,38,33,95,1,House/Single Family,2 Storey w/Bsmt.
"$594,000",S,55 N FELL AVENUE,12-02-2010,12-12-2010,10,Burnaby North,3,2,"1,818",9999,999,33,122,2,House/Single Family,2 Storey
"$595,000",S,7567 CANADA WAY,1/17/2011,1/18/2011,1,Burnaby East,2,1,"1,840",9999,999,59.85,154.2,1,House/Single Family,2 Storey w/Bsmt.
"$595,000",S,7643 NEWCOMBE STREET,01-05-2010,01-11-2010,6,Burnaby East,4,2,"2,010",1925,85,52,134,2,House/Single Family,"2 Storey w/Bsmt., 3 Level Split"
"$595,000",S,7241 NEWCOMBE STREET,12-04-2012,3/22/2013,108,Burnaby South,4,2,"1,876",1955,57,55,109,1,House/Single Family,2 Storey
"$595,000",S,1484 DOUGLAS ROAD,1/23/2012,2/13/2012,21,Burnaby North,3,2,"1,200",9999,999,0,,1,House/Single Family,2 Storey
"$595,000",S,6279 LOUGHEED HIGHWAY,12/28/2012,5/29/2013,152,Burnaby North,5,4,"2,200",1956,57,75,85,2,House/Single Family,2 Storey
"$596,000",S,3749 VENABLES STREET,4/15/2010,05-08-2010,23,Burnaby North,4,2,"1,760",9999,999,33,124,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$598,000",S,7257 NEWCOMBE STREET,3/29/2010,04-08-2010,10,Burnaby South,4,2,"1,900",1955,55,55,109,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$599,000",S,7426 16TH AVENUE,6/27/2011,6/27/2011,0,Burnaby East,2,1,"1,858",9999,999,66,93',1,House/Single Family,Rancher/Bungalow
"$599,000",S,6768 IMPERIAL STREET,1/29/2011,02-06-2011,8,Burnaby South,4,3,"1,723",1949,62,50,110,1,House/Single Family,2 Storey w/Bsmt.
"$600,000",S,8180 18TH AVENUE,3/16/2010,5/26/2010,71,Burnaby East,4,3,"2,187",1972,38,69,88,1,House/Single Family,2 Storey
"$600,000",S,4220 PARKER STREET,04-01-2010,04-10-2010,9,Burnaby North,4,2,"1,764",1957,53,33,115,2,House/Single Family,2 Storey
"$600,000",S,4240 BOUNDARY ROAD,7/21/2014,7/24/2014,3,Burnaby South,3,3,"2,250",9999,999,33,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$600,000",S,4209 PENDER STREET,11/21/2012,11/21/2012,0,Burnaby North,2,2,"1,807",9999,999,33,122,1,House/Single Family,2 Storey
"$600,000",S,4320 GEORGIA STREET,12-06-2011,12-08-2011,2,Burnaby North,3,2,"1,700",9999,999,0,122,1,House/Single Family,Rancher/Bungalow
"$600,000",S,5269 MANOR STREET,4/16/2012,4/27/2012,11,Burnaby North,5,3,"2,086",1926,86,33,133,2,House/Single Family,2 Storey w/Bsmt.
"$600,000",S,3722 BOUNDARY ROAD,05-03-2013,8/21/2013,110,Burnaby South,3,2,"1,600",1949,64,43,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$600,000",S,7731 CANADA WAY,07-08-2014,9/19/2014,73,Burnaby East,5,3,"2,266",1987,27,33,110,2,House/Single Family,2 Storey
"$600,000",S,7367 BROADWAY,07-09-2010,8/17/2010,39,Burnaby North,3,2,"1,790",1950,60,53,185,1,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$600,000",S,3779 BRANDON STREET,4/19/2010,5/16/2010,27,Burnaby South,4,2,"1,822",1955,55,57,99,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$600,000",S,3900 NAPIER STREET,06-05-2010,09-02-2010,89,Burnaby North,4,2,"1,241",1924,86,50,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$600,000",S,5069 LAUREL STREET,05-02-2013,08-01-2013,91,Burnaby South,4,2,"1,800",1954,59,66,98,2,House/Single Family,2 Storey
"$600,000",S,20 SEA AVENUE,09-02-2010,11-07-2010,66,Burnaby North,5,2,"2,380",1929,81,33,122,2,House/Single Family,2 Storey w/Bsmt.
"$600,000",S,4132 BOXER STREET,6/14/2010,6/14/2010,0,Burnaby South,0,3,"2,003",1961,49,,,1,House/Single Family,2 Storey
"$601,000",S,4871 HICKORY COURT,1/29/2014,02-03-2014,5,Burnaby South,4,3,"1,657",1974,40,,,1,House/Single Family,2 Storey w/Bsmt.
"$602,000",S,6925 MANDY AVENUE,09-05-2013,01-03-2014,120,Burnaby South,4,1,"1,453",9999,999,58,118,1,House/Single Family,2 Storey
"$602,000",S,6838 FULTON AVENUE,7/20/2010,09-04-2010,46,Burnaby South,4,2,"2,100",1953,57,50,111 EFF,2,House/Single Family,"2 Storey, Upper Unit"
"$602,000",S,7393 CANADA WAY,6/20/2012,6/20/2012,0,Burnaby East,7,2,"2,628",9999,999,50,108,2,House/Single Family,3 Storey
"$602,000",S,8330 13TH AVENUE,6/28/2010,7/13/2010,15,Burnaby East,4,2,"2,183",1953,57,,,1,House/Single Family,"2 Storey, Basement Entry"
"$602,500",S,7643 CANADA WAY,6/23/2015,6/30/2015,7,Burnaby East,3,1,"1,681",1975,40,33,110,1,House/Single Family,Rancher/Bungalow
"$602,500",S,8160 18TH AVENUE,6/16/2013,09-08-2013,84,Burnaby East,5,2,"2,045",9999,999,33,146,2,House/Single Family,2 Storey
"$602,500",S,6260 ROYAL OAK AVENUE,3/17/2010,3/31/2010,14,Burnaby South,3,2,"2,284",1959,51,50,,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$603,000",S,7858 RAYSIDE STREET,02-11-2010,2/18/2010,7,Burnaby South,5,3,"2,242",1969,41,60,121,1,House/Single Family,2 Storey
"$603,000",S,4449 CEDARWOOD COURT,4/15/2010,4/22/2010,7,Burnaby South,4,2,"2,160",1960,50,55,110,1,House/Single Family,2 Storey
"$603,118",S,7953 ROSEWOOD STREET,6/29/2010,08-03-2010,35,Burnaby South,4,1,"1,186",1947,63,50,207,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$604,500",S,7708 DAVIES STREET,10/29/2009,01-02-2010,65,Burnaby East,3,2,"1,918",1954,55,55,110,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$605,000",S,7110 INLET DRIVE,3/16/2010,4/16/2010,31,Burnaby North,5,2,"2,406",1951,59,63,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$605,000",S,7350 1ST STREET,2/23/2013,03-09-2013,14,Burnaby East,6,2,"2,360",1967,46,33,115,1,House/Single Family,2 Storey w/Bsmt.
"$605,000",S,4312 FRANCES STREET,1/23/2011,1/25/2011,2,Burnaby North,2,1,975,1952,59,33,122,1,House/Single Family,Rancher/Bungalow
"$605,000",S,4622 SUNLAND PLACE,9/27/2010,10/31/2010,34,Burnaby South,3,1,"1,857",1955,55,58,128,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$605,000",S,7828 15TH AVENUE,2/15/2010,2/24/2010,9,Burnaby East,4,3,"2,683",1947,63,50,120,1,House/Single Family,2 Storey w/Bsmt.
"$605,000",S,4247 ETON STREET,10-06-2010,10-06-2010,0,Burnaby North,4,2,"1,200",9999,999,33,122,1,House/Single Family,2 Storey w/Bsmt.
"$605,000",S,3764 NORFOLK STREET,10-12-2009,01-02-2010,82,Burnaby North,4,2,"2,461",9999,999,49,100,2,House/Single Family,"3 Storey, Split Entry"
"$605,500",S,7677 ENDERSBY STREET,09-02-2010,09-10-2010,8,Burnaby East,3,2,"1,456",1958,52,60,116,1,House/Single Family,3 Level Split
"$607,200",S,4706 BARKER CRESCENT,04-06-2010,04-11-2010,5,Burnaby South,4,2,"1,980",1958,52,55,110,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$607,500",S,4032 IRMIN STREET,2/26/2010,03-10-2010,12,Burnaby South,4,1,"2,421",1955,55,55,116,1,House/Single Family,2 Storey
"$608,000",S,6421 MARINE DRIVE,10-07-2013,11/18/2013,42,Burnaby South,4,2,"2,035",1961,52,50,150,2,House/Single Family,Basement Entry
"$608,000",S,4825 GREENTREE PLACE,10/18/2013,10/29/2013,11,Burnaby South,3,2,"1,903",1973,40,49,86,1,House/Single Family,2 Storey w/Bsmt.
"$610,000",S,6991 WALTHAM AVENUE,11/29/2010,2/15/2011,78,Burnaby South,1,1,"1,440",1969,41,66,132,1,House/Single Family,1 Storey
"$610,000",S,8329 16TH AVENUE,4/30/2013,6/29/2013,60,Burnaby East,4,2,"2,100",1964,49,34,137,1,House/Single Family,2 Storey w/Bsmt.
"$610,000",S,6 N FELL AVENUE,09-11-2013,11-06-2013,56,Burnaby North,2,1,909,1956,57,33,122,1,House/Single Family,Rancher/Bungalow
"$610,000",S,8030 16TH AVENUE,11/15/2013,11/15/2013,0,Burnaby East,4,2,"1,560",1947,66,47,138,1,House/Single Family,2 Storey
"$610,000",S,6992 BULLER AVENUE,11/29/2010,2/15/2011,78,Burnaby South,1,1,"1,540",1920,90,66,142.48,1,House/Single Family,1 Storey
"$610,000",S,7439 MARY AVENUE,09-08-2013,12-02-2013,85,Burnaby East,3,2,"2,200",1961,52,44,103,1,House/Single Family,2 Storey w/Bsmt.
"$610,000",S,6980 BULLER AVENUE,11/29/2010,2/15/2011,78,Burnaby South,1,1,"1,100",1928,82,69,142.48,1,House/Single Family,1 Storey
"$610,000",S,4880 BOUNDARY ROAD,6/14/2011,07-11-2011,27,Burnaby South,3,2,"1,520",1949,62,33,127,2,House/Single Family,2 Storey
"$610,000",S,6977 WALTHAM AVENUE,11/29/2010,2/15/2011,78,Burnaby South,1,1,"1,440",1971,39,69,131,1,House/Single Family,1 Storey
"$610,000",S,8632 12TH AVENUE,2/19/2010,3/13/2010,22,Burnaby East,4,2,"2,490",1954,56,59,141,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$610,000",S,7767 WEDGEWOOD STREET,04-12-2010,4/14/2010,2,Burnaby South,5,3,"2,050",1967,43,50,197,2,House/Single Family,2 Storey
"$611,000",S,8042 11TH AVENUE,10/21/2013,10/31/2013,10,Burnaby East,3,1,"1,390",9999,999,51,146,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$612,000",S,8326 ROYAL OAK AVENUE,1/25/2010,2/17/2010,23,Burnaby South,4,2,"1,952",1955,55,56,117,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$613,000",S,8315 13TH AVENUE,06-11-2010,6/20/2010,9,Burnaby East,5,2,"2,310",1953,57,50,120,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$615,000",S,8063 15TH AVENUE,03-03-2010,03-10-2010,7,Burnaby East,3,2,"1,420",1947,63,47,,2,House/Single Family,2 Storey
"$615,000",S,8129 17TH AVENUE,7/20/2012,7/28/2012,8,Burnaby East,4,2,"1,832",1957,55,37,146,2,House/Single Family,"2 Storey, Basement Entry"
"$615,000",S,7969 16TH AVENUE,07-01-2012,7/31/2012,30,Burnaby East,5,2,"2,160",1954,58,53,111,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$615,000",S,250 DUTHIE AVENUE,4/25/2011,11/16/2011,205,Burnaby North,4,2,"1,824",1973,38,54,100,1,House/Single Family,"3 Level Split, Rancher/Bungalow w/Loft"
"$615,000",S,6120 9TH AVENUE,3/25/2014,5/25/2014,61,Burnaby South,4,1,"1,660",1980,34,63,269,1,House/Single Family,Rancher/Bungalow
"$615,000",S,7278 13TH AVENUE,08-12-2011,11-10-2011,90,Burnaby East,3,2,"1,910",9999,999,40,154,1,House/Single Family,2 Storey w/Bsmt.
"$615,000",S,8363 13TH AVENUE,11/17/2010,11/19/2010,2,Burnaby East,4,2,"2,281",1953,57,50,119,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$615,000",S,6475 LOUGHEED HIGHWAY,5/13/2013,12/15/2013,216,Burnaby North,4,2,"1,572",1960,53,93,87,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$617,000",S,4203 ETON STREET,4/26/2010,4/26/2010,0,Burnaby North,2,1,"1,700",9999,999,33,,1,House/Single Family,2 Storey
"$618,000",S,8636 12TH AVENUE,2/18/2010,3/24/2010,34,Burnaby East,4,1,"1,746",1954,56,59,141,1,House/Single Family,Split Entry
"$618,000",S,3279 NOEL DRIVE,04-09-2010,07-08-2010,90,Burnaby North,3,1,"2,776",1958,52,,IRR,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$618,000",S,7625 HEDLEY AVENUE,5/20/2013,8/15/2013,87,Burnaby South,3,1,"2,300",1951,62,53,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$618,000",S,917 SPERLING AVENUE,7/25/2012,9/30/2012,67,Burnaby North,2,1,"1,537",1945,67,55,108,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$618,000",S,6564 CLINTON STREET,02-11-2010,2/18/2010,7,Burnaby South,3,1,"1,830",9999,999,50,120,1,House/Single Family,2 Storey
"$618,888",S,584 CLARE AVENUE,03-09-2011,3/20/2011,11,Burnaby North,5,2,"1,568",1954,57,50,91,2,House/Single Family,2 Storey
"$619,000",S,4796 CANADA WAY,4/14/2010,07-07-2010,84,Burnaby South,6,2,"2,500",1958,52,65,108,2,House/Single Family,Split Entry
"$620,000",S,8579 GILLEY AVENUE,01-02-2014,01-10-2014,8,Burnaby South,2,2,"1,130",1953,61,78,94,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$620,000",S,7753 COQUITLAM STREET,02-12-2010,2/15/2010,3,Burnaby East,5,2,"2,276",1958,52,59,110,2,House/Single Family,2 Storey
"$620,000",S,4005 RUMBLE STREET,03-01-2010,5/16/2010,76,Burnaby South,2,2,"1,860",1950,60,50,118,1,House/Single Family,2 Storey
"$620,000",S,4325 FRANCES STREET,05-08-2010,07-12-2010,65,Burnaby North,3,2,"1,816",1957,53,33,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$620,000",S,7812 16TH AVENUE,3/22/2010,3/24/2010,2,Burnaby East,4,2,"2,100",9999,999,50,120,2,House/Single Family,2 Storey w/Bsmt.
"$620,000",S,250 DUTHIE AVENUE,7/26/2013,9/26/2013,62,Burnaby North,4,2,"1,824",1943,70,54,100,1,House/Single Family,"3 Level Split, Rancher/Bungalow w/Loft"
"$620,000",S,7761 12TH AVENUE,04-08-2013,06-02-2013,55,Burnaby East,5,2,"2,572",1955,58,49,154,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$620,000",S,7819 12TH AVENUE,11/16/2010,1/13/2011,58,Burnaby East,4,3,"3,150",1912,99,49,154,2,House/Single Family,2 Storey w/Bsmt.
"$620,000",S,4850 GREENTREE PLACE,3/18/2012,04-11-2012,24,Burnaby South,3,2,"1,792",1973,39,49,93,1,House/Single Family,3 Level Split
"$620,000",S,7235 BARNET ROAD,6/24/2010,7/18/2010,24,Burnaby North,0,2,0,1949,61,50,130,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$621,000",S,6441 LOUGHEED HIGHWAY,05-06-2013,5/30/2013,24,Burnaby North,5,2,"2,220",1959,54,66,116,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$622,000",S,3589 DOUGLAS ROAD,8/31/2009,2/20/2011,538,Burnaby North,3,2,"1,500",9999,999,72.62,114.06,1,House/Single Family,Basement Entry
"$622,000",S,4251 GRAVELEY STREET,4/17/2010,4/27/2010,10,Burnaby North,3,1,"1,880",1947,63,50,122,1,House/Single Family,2 Storey
"$622,000",S,7790 STANLEY STREET,4/13/2010,4/18/2010,5,Burnaby South,4,2,"2,000",1977,33,65,110,1,House/Single Family,2 Storey
"$622,300",S,3707 SPRUCE STREET,04-02-2013,4/26/2013,24,Burnaby South,4,2,"1,902",1959,54,33,120,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$622,500",S,3738 GARDEN GROVE DRIVE,3/21/2012,3/28/2012,7,Burnaby South,3,3,"1,883",1975,37,66,83,1,House/Single Family,3 Level Split
"$622,500",S,3908 PARKER STREET,03-12-2011,3/14/2011,2,Burnaby North,4,2,"1,800",1940,71,50,111,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$622,500",S,7737 ELFORD STREET,11/18/2010,02-10-2011,84,Burnaby East,4,2,"1,832",1952,58,50,121,1,House/Single Family,2 Storey
"$623,000",S,4212 GRANT STREET,09-08-2010,2/14/2011,159,Burnaby North,4,2,"1,672",1950,60,50,122,2,House/Single Family,2 Storey
"$623,000",S,7356 BARNET ROAD,01-11-2011,1/16/2011,5,Burnaby North,2,1,900,9999,999,50,125,1,House/Single Family,1 Storey
"$623,000",S,7630 BURGESS STREET,05-12-2010,6/16/2010,35,Burnaby East,5,3,"2,180",1987,23,33,110,2,House/Single Family,2 Storey
"$623,000",S,5150 BOUNDARY ROAD,10/19/2010,1/28/2011,101,Burnaby South,3,2,"1,944",1957,53,59,88,1,House/Single Family,2 Storey
"$624,000",S,7772 13TH AVENUE,08-12-2013,10-12-2013,61,Burnaby East,4,1,"2,112",9999,999,50,154,1,House/Single Family,3 Storey
"$624,800",S,8603 10TH AVENUE,1/20/2014,1/29/2014,9,Burnaby East,3,1,980,1950,64,50,138,1,House/Single Family,Rancher/Bungalow
"$625,000",S,8223 19TH AVENUE,8/16/2013,10-03-2013,48,Burnaby South,3,2,"2,040",1955,58,50,147,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$625,000",S,3851 FRANCES STREET,11-07-2010,11/16/2010,9,Burnaby North,3,1,"2,154",1910,100,33,122,1,House/Single Family,1 Storey
"$625,000",S,8584 ARMSTRONG AVENUE,4/19/2010,4/26/2010,7,Burnaby East,3,2,"1,881",1950,60,60,142,1,House/Single Family,1 Storey
"$625,000",S,550 GILMORE AVENUE,9/30/2010,1/18/2011,110,Burnaby North,2,1,750,9999,999,40,122,1,House/Single Family,Rancher/Bungalow
"$625,000",S,4444 GEORGIA STREET,5/15/2012,07-11-2012,57,Burnaby North,2,1,800,9999,999,33,122,0,House/Single Family,1 Storey
"$625,000",S,8284 18TH AVENUE,07-03-2012,09-06-2012,65,Burnaby East,3,2,"2,100",1954,58,57,131,1,House/Single Family,2 Storey
"$625,000",S,7585 18TH AVENUE,1/29/2010,3/29/2010,59,Burnaby East,5,3,"2,188",1987,23,33,113,2,House/Single Family,2 Storey
"$625,000",S,5763 CAMINO COURT,11-05-2010,02-03-2011,90,Burnaby North,5,3,"2,635",1975,35,0,,2,House/Single Family,Split Entry
"$625,000",S,7988 ROYAL OAK AVENUE,1/31/2010,9/21/2010,233,Burnaby South,5,2,"2,700",1948,62,66,120,2,House/Single Family,"2 Storey, Basement Entry"
"$625,000",S,5159 MANOR STREET,08-12-2010,9/17/2010,36,Burnaby North,5,3,"2,563",1985,25,33,133,2,House/Single Family,2 Storey
"$625,000",S,6478 RUMBLE STREET,06-12-2012,6/18/2012,6,Burnaby South,2,1,900,9999,999,50,120,1,House/Single Family,Rancher/Bungalow
"$625,000",S,8076 GILLEY AVENUE,8/20/2013,10-03-2013,44,Burnaby South,3,2,"2,305",9999,999,0,,1,House/Single Family,2 Storey w/Bsmt.
"$625,000",S,4892 RUMBLE STREET,10-02-2010,10/16/2010,14,Burnaby South,2,2,"2,080",1920,90,66,132,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$625,000",S,9736 CASEWELL STREET,3/23/2012,3/26/2012,3,Burnaby North,2,1,"1,600",1957,55,60,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$626,000",S,9955 LYNDHURST STREET,03-03-2010,4/13/2010,41,Burnaby North,3,2,"1,746",1950,60,74,147,2,House/Single Family,2 Storey
"$626,000",S,3024 NOEL DRIVE,11/22/2010,11/28/2010,6,Burnaby North,3,1,"2,120",1959,51,60,120,1,House/Single Family,Split Entry
"$627,000",S,7278 13TH AVENUE,1/25/2013,02-11-2013,17,Burnaby East,3,2,"1,910",9999,999,40,154,1,House/Single Family,"2 Storey w/Bsmt., Split Entry"
"$627,000",S,8569 11TH AVENUE,12/23/2010,01-10-2011,18,Burnaby East,3,2,"1,502",1947,63,50,133,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$628,000",S,8485 14TH AVENUE,06-09-2011,06-10-2011,1,Burnaby East,5,2,"2,156",1954,57,73,85,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$628,000",S,4409 OXFORD STREET,02-10-2010,04-03-2010,52,Burnaby North,3,2,"1,580",1951,59,33,122,2,House/Single Family,2 Storey
"$628,000",S,8180 13TH AVENUE,5/14/2014,5/20/2014,6,Burnaby East,3,2,"1,596",1955,59,32.4,146,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$630,000",S,8264 12TH AVENUE,09-02-2014,09-03-2014,1,Burnaby East,3,2,"1,790",9999,999,33,141,2,House/Single Family,"2 Storey, Basement Entry"
"$630,000",S,8413 10TH AVENUE,2/28/2014,4/26/2014,57,Burnaby East,3,2,"1,550",1953,61,51,136,2,House/Single Family,3 Level Split
"$630,000",S,6506 BROADWAY,5/17/2013,07-10-2013,54,Burnaby North,3,1,"1,132",1953,60,50,176,1,House/Single Family,"1 Storey, Rancher/Bungalow"
"$630,000",S,5050 BOUNDARY ROAD,1/24/2011,4/30/2011,96,Burnaby South,4,2,"2,100",1953,58,56,84,2,House/Single Family,2 Storey
"$630,000",S,3630 DOUGLAS ROAD,9/15/2011,10-02-2011,17,Burnaby North,5,2,"1,950",9999,999,61,101,2,House/Single Family,2 Storey
"$630,000",S,5031 DOVER STREET,7/15/2010,10-08-2010,85,Burnaby South,4,2,"1,680",9999,999,41,139,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$630,000",S,5374 INMAN AVENUE,9/28/2009,02-08-2010,133,Burnaby South,4,2,"2,099",9999,999,73,89,1,House/Single Family,2 Storey
"$630,000",S,5426 KEITH STREET,7/13/2012,12-07-2012,147,Burnaby South,5,2,"2,328",1954,58,58,,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$630,000",S,115 GILMORE AVENUE,10-12-2010,01-07-2011,87,Burnaby North,5,3,"2,892",1919,91,61,81,2,House/Single Family,1 Storey
"$630,000",S,7821 ROSEWOOD STREET,06-08-2010,7/28/2010,50,Burnaby South,5,3,"2,200",1960,50,50,204,2,House/Single Family,2 Storey
"$630,000",S,3795 UNION STREET,4/13/2011,4/22/2011,9,Burnaby North,2,1,850,1906,105,0,,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$630,000",S,7710 NELSON AVENUE,6/21/2010,08-09-2010,49,Burnaby South,2,1,800,1959,51,53,172,1,House/Single Family,2 Storey
"$630,000",S,3857 PARKER STREET,04-01-2012,4/24/2012,23,Burnaby North,3,1,"1,700",1925,87,33,122,1,House/Single Family,2 Storey
